題號,類別,題目,解答
565,專利權異動,何謂專利權再授權登記？應如何辦理？,"再授權亦屬授權，仍屬當事人間之約定，於合意時即已生效，但是必須向本局辦理登記，才能對抗第三人，此即專利權再授權實施登記。申請專利權再授權他人實施登記者，應由原被授權人或再被授權人備具申請書、規費，並檢附再授權契約或證明文件辦理。
專利權授權他人實施時，若為專屬授權，專屬被授權人得將其被授予之權利再授權第三人實施；但契約另有約定者，從其約定。若為非專屬授權，非專屬被授權人非經專利權人或專屬被授權人同意，不得將其被授予之權利再授權第三人實施。(申請書可至本局局網首頁→專利→進入專利主題網→申請專利→申請表格→專利申請表格暨申請須知下載「專利權授權(再授權)登記申請書」)。"
566,專利權異動,如何取消專利權的專屬授權？,除了專屬授權塗銷登記申請書及規費2000元外，另外還要被授權人出具之塗銷登記同意書、法院判決書及判決確定證明書或依法與法院確定判決有同一效力之證明文件。（上述文件除了專屬授權塗銷登記申請書及規費2000元外，僅須有其中之ㄧ即可）。
567,專利權異動,何謂專利權繼承登記？應如何辦理？,"專利權是財產權的一種，可以做為繼承之標的，專利權繼承在有繼承之事實發生即生繼承之效力。因權利主體已變更，得辦理繼承登記。申請專利權繼承登記除應備具專利權繼承登記申請書及規費2000元外，應檢送下列文件：
(1) 死亡證明文件(影本亦可)1份。
(2) 繼承系統表。
(3) 繼承證明文件(如全戶戶籍謄本、戶口名簿或其他足資證明具有繼承權利之人的文件)。
(4) 繼承人有多人時，僅由其中1人或數人繼承時，應另檢附以下文件之一：
A. 法院出具之拋棄繼承證明文件。
B. 遺囑公證本。
C. 全體繼承人共同簽署之遺產分割協議書。
(5) 稽徵機關核發之稅款繳清證明書、核定免稅證明書、不計入遺產總額證明書或同意移轉證明書之副本。
(申請書可至本局局網首頁→專利→進入專利主題網→申請專利→申請表格→專利申請表格暨申請須知下載「專利權繼承登記申請書」)。"
568,專利權異動,何謂專利權信託登記？應如何辦理？,"專利權是財產權的一種，可以當做信託之標的，專利權信託是指專利權人移轉其專利權於受託人，由受託人管理該專利權。專利權信託必須向本局辦理登記，才能對抗第三人，此即專利權信託登記。
辦理專利權信託登記應由原專利權人或受託人備具申請書、規費，並檢附信託契約或證明文件辦理。(申請書可至本局局網首頁→專利→進入專利主題網→申請專利→申請表格→專利申請表格暨申請須知下載「專利權信託登記申請書」)。"
569,專利權異動,何謂專利權質權登記？應如何辦理？,"專利權是財產權的一種，可以拿來設定質權，亦即專利權人為債務人，為讓他的債權人之債權得到擔保而以專利權設定權利質權，將來債權人就該專利權有優先受償之權利。專利權設質必須向本局辦理登記，才能對抗第三人，此即專利權質權設定登記。
申請專利權質權設定登記者，應由專利權人或質權人備具申請書、規費並檢附質權設定契約或證明文件。
質權設定原因消滅時，辦理質權塗銷登記者，應由專利權人或質權人備具申請書、規費、債權清償證明文件或質權人同意塗銷質權設定之證明文件或法院判決書及判決確定證明書或依法與法院確定判決有同一效力之證明文件辦理。
申請書可至本局局網首頁→專利→進入專利主題網→申請專利→申請表格→專利申請表格暨申請須知下載「專利權質權登記申請書」。
"
570,專利權異動,想拋棄專利權，應如何辦理？,申請人(專利權人)欲拋棄專利申請權(專利權)時，只要以書面來函表示拋棄專利申請權(專利權)，並於函上簽名或蓋章(須與卷存簽章一致)，該專利申請權(專利權)即自其以書面向本局表示拋棄之日消滅。
571,專利權異動,專利權有異動時，一定要辦理登記嗎？,專利權是一種無體財產權，可作為讓與、繼承、信託、授權他人實施或設定質權之標的。專利權之異動，於雙方當事人意思表示合意時即已生效，但為產生對抗第三人之效力，必須於本局完成登記，該登記以准予登記之日為準（經濟部智慧財產局（90）智法字第09086000310號函釋參照）。
572,專利權異動,專利權有異動時，會辦理公告嗎？,專利權之核准、變更、延長、延展、讓與、繼承、信託、授權、強制授權、撤銷、消滅、設定質權、舉發審定及其他應公告事項，本局會將該事實刊載專利公報。如果想要查詢案件是否有異動，可以到本本局局網首頁→專利→進入專利主題網→專利檢索→中華民國專利資訊檢索系統查詢。
573,專利權異動,申請專利權讓與、信託或繼承登記，要檢還證書嗎？,自102年1月1日起，辦理專利權讓與、信託或繼承登記，無須檢還專利證書。
574,舉發,何謂舉發？,各國在審查應否給予專利權時，因審查人員受限於檢索時間或檢索資料庫蒐集之資料有限下，審定准予專利或有已公開之先前技術未能被發現之情形，於是專利法乃設計一「公眾審查」制度，在申請案取得專利權後，任何人或利害關係人認為有不應給予專利權者，可依專利法之規定提起舉發，而經審查舉發成立者，將依法撤銷其專利權。
575,舉發,何時可以提起舉發？,對於已取得專利權之發明、新型及設計專利，原則上任何人得於專利權期間內提起舉發。此外，具有利害關係人之資格且對於專利權之撤銷有可回復之法律上利益者，即使專利權已當然消滅，仍可提起舉發。
576,舉發,任何人都可以提起舉發嗎？,"舉發為公眾審查制度，因此舉發之提起，除特定事由(如專利權歸屬等)應由利害關係人提起外，任何人均得為之。惟專利權人自為舉發者，因與專利法規定舉發程序之進行均係以兩造當事人共同參與為前提，並應踐行交付專利權人答辯程序，且舉發案件以審酌舉發聲明、理由及所檢附證據為原則，且在審定舉發不成立時，尚對第三人發生一事不再理之阻斷效力，故上述所謂「任何人」並不包含專利權人自己在內，以免與公眾審查之制度不符，故專利權人自為舉發申請者，應不予受理。
非法人團體，設有代表人或管理人者，雖屬無權利能力團體，惟其具有行政程序之當事人能力及行為能力，故得作為舉發人。惟如為獨資之商號，因不具訴願法上之訴願能力及訴訟法上之當事人能力，仍應以該自然人為舉發人。
舉發申請案所主張之事由，係爭執專利權人並非專利申請權人，或專利申請權為共有而非由全體共有人提出申請者，限於利害關係人始得提起舉發。專利權經專利申請權人或專利申請權共有人於該專利案公告後2年內，以專利權人並非專利申請權人，或專利申請權為共有而非由全體共有人提出申請作為舉發事由，並於舉發撤銷確定後2個月內就相同創作申請專利者，以該經撤銷確定之專利權之申請日為其申請日。對此類申請案件，非法人團體雖得作為舉發人，但作為專利申請人，仍需具有權利主體之資格始可。
專利權期滿或當然消滅後，得提起舉發者，僅限於對專利權之撤銷有可回復之法律上利益之利害關係人。至於是否為利害關係人？是否具有可回復之法律上利益？將於實體審查時依個案情形不同審查相關之證明文件確定。"
577,舉發,如何提起專利舉發？,申請專利舉發，應備具申請書3份及舉發理由書一式3份及申請規費。申請書下載請至本局局網首頁→專利→進入專利主題網→申請專利→申請表格→專利申請表格暨申請須知下載「舉發申請書」，繕寫完整的舉發申請資料(申請書上舉發申請人須簽名或蓋章)、舉發聲明(請求撤銷之請求項次)、舉發理由(須載明舉發法條)及證據1式3份，如有樣品者，可僅送1份，並檢附舉發申請規費至本局，可採親自送件或郵寄。
578,舉發,舉發可否先提出舉發專利申請書，理由跟證據後補呢？,可以。提出專利舉發申請案，未同時檢附舉發理由及證據，本局將函請舉發人於舉發之次日起1個月內補送理由與證據。
